Zeitstempel,Lernerfolg [Ich kann ein Buch zu einem Thema im Katalog plus der BLB finden und ausleihen.],Lernerfolg [Ich kann einen Artikel zu einem Thema im Katalog plus der BLB finden.],Lernerfolg [Ich finde mich im Gebäude der BLB zurecht.],"Lernerfolg [Was ich in dieser Schulung gelernt habe, ist für mich nützlich.]",Das fand ich für mich besonders wichtig! [Tipps zum Finden von Suchbegriffen mit dem Brockhaus],Das fand ich für mich besonders wichtig! [Finden von Büchern & Artikeln],Das fand ich für mich besonders wichtig! [Übungen zur Datenbank Statista],Das fand ich für mich besonders wichtig! [Rundgang durch die Bibliothek],Das fand ich für mich besonders wichtig! [Alles rund um Ausleihe und Benutzerkonto],Inhalte und Ablauf der Schulung [Der Ablauf der Schulung war für mich nachvollziehbar.],Inhalte und Ablauf der Schulung [Das selbständige Arbeiten mit Moodle hat mir gefallen.],Inhalte und Ablauf der Schulung [Die Aufgaben waren verständlich formuliert.],Inhalte und Ablauf der Schulung [Die Quizrunden haben mir gefallen.],Der Anspruch war für mich...,Die Dauer der Schulung war für mich...,Hier können Sie uns eine Note geben. ,Wollen Sie uns noch etwas mitteilen? ,Das fand ich für mich besonders wichtig! [Informationen zur Datenbank Statista]
04.07.2023 11:17:04,2,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),3,1 (trifft voll und ganz zu),,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,voll gut :),1 (trifft voll und ganz zu)
04.07.2023 11:17:14,2,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
04.07.2023 11:17:17,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),3,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,zu kurz,1,Insta?,1 (trifft voll und ganz zu)
04.07.2023 11:17:28,2,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),zu leicht,gerade richtig,2,danke für ihre zeit,1 (trifft voll und ganz zu)
05.07.2023 11:38:02,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
05.07.2023 11:38:24,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),3,1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),zu leicht,zu lang,2,nein,2
05.07.2023 11:38:29,2,2,2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,3,1 (trifft voll und ganz zu),2,,2,3,gerade richtig,gerade richtig,3,blub,2
05.07.2023 11:38:51,2,2,1 (trifft voll und ganz zu),2,2,2,,1 (trifft voll und ganz zu),3,3,,2,1 (trifft voll und ganz zu),zu leicht,gerade richtig,3,"
",1 (trifft voll und ganz zu)
05.07.2023 11:39:22,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
05.07.2023 11:40:01,2,2,3,2,2,2,,1 (trifft voll und ganz zu),3,2,,3,2,gerade richtig,zu lang,3,Etwas zu langweilig und das Publikum sollte mehr miteinbezogen werden. Periodt.,3
05.07.2023 11:40:19,1 (trifft voll und ganz zu),2,2,2,2,1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),3,,2,2,bitte auswählen,bitte auswählen,2,,2
07.07.2023 11:23:22,1 (trifft voll und ganz zu),2,2,2,2,2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,2
